"5,0","5,0.01","5,0.1","5,0.2","5,0.3","5,0.4","5,0.5","5,0.6","5,0.7","5,0.8","5,0.9","5,0.99","5,1.0"
0.7004219409282086,0.4161953372879452,0.4161125402077275,0.415504586522097,0.414820268168377,0.41588188210092447,0.41783995718594014,0.4215711578703294,0.4264162010904582,0.43479610389323486,0.42669241628213195,0.4319877170197983,0.4150746260662048
0.7215189873459167,0.8031452614153523,0.8035286159339918,0.8033080995930533,0.8020060371697841,0.8018288925871122,0.8029854997232251,0.8017139696700735,0.7964545690575329,0.7940802859560332,0.7887526286711746,0.7554842223830459,0.7433804793498683
0.7088607594923815,0.6653791327539693,0.6652600674615456,0.6651090378552169,0.6639964588494944,0.6639237116845287,0.6651991060497826,0.6678973746880628,0.6699960574269421,0.6675951658761492,0.6648335629812601,0.6501701743006091,0.6425741374234595
0.5654008438796154,0.7684738124798969,0.7688406830826153,0.7687232126612429,0.7680285136389635,0.7677744058690408,0.7688881436751647,0.7728429507343009,0.775256667916751,0.7677979684396794,0.7747830665476365,0.7330479588852544,0.7068050053401483
0.7215189873459167,0.6816112567250912,0.6815502349189444,0.6811612894310777,0.6805249017884041,0.6810206326263852,0.6823288643478778,0.6850716624821578,0.6834947224011874,0.6860180556138533,0.6978749590905209,0.6748309745828296,0.6527472015028246
0.7215189873459167,0.5290844714213563,0.5289426576902017,0.5286372628723157,0.5278404514966901,0.5284647322019858,0.5303031207866393,0.5320954029957408,0.5352632709252867,0.5431411090516662,0.554379315383996,0.5703460016880504,0.5480895880392439
0.7257383966280031,0.675127603807482,0.6748731069582945,0.6748002680749039,0.6740896599634816,0.6744490576250897,0.6751097339969823,0.6761809912438919,0.6754637331358841,0.6754617734841171,0.671300748866835,0.6641935436536605,0.6242186573620265
0.7215189873459167,0.8817308134455288,0.8822506200847684,0.8821391640392733,0.881394512446283,0.8815446541170253,0.8824721903847523,0.8809720477357086,0.8741694152491033,0.8724815367927592,0.8754186719553005,0.8933168531542369,0.8444000806194887
0.7215189873459167,0.746493769255494,0.7464854193797805,0.7461395141027225,0.7453983486926639,0.7454890963220606,0.7460901162456848,0.7468114424295873,0.7458328925985405,0.7487454629001653,0.7639785579252525,0.7551018783960973,0.7274917392856479
0.7172995780638303,0.14470961511938185,0.14393789488700293,0.14314370795496245,0.14196724435782926,0.1437868902491708,0.1469601787900432,0.15363273001651656,0.16561467278246278,0.18274695299089605,0.15212255635471994,0.1775313273501492,0.18135112948680907
0.7215189873459167,0.6497447923851496,0.6496555595948621,0.6494091527773627,0.6485899950202576,0.64869368928405,0.6494043011592412,0.650791128714979,0.6519217639648822,0.6555374709769208,0.6446154068342147,0.6271812861243703,0.5984265125947996
0.7257383966280031,0.8591070032648531,0.8590210253602066,0.8587540044264621,0.8578775229160396,0.8576239368410157,0.8570488158375271,0.8562074857406774,0.85258494962802,0.8514570635160839,0.8497691322343688,0.8542956592876249,0.8248238076618133
0.63291139240755,0.20802869361295961,0.20233400365378174,0.1918117395620058,0.1815531264793222,0.1758120893485451,0.17891223806822243,0.18424242654619327,0.1959022882950454,0.20836513629525233,0.2027225334919205,0.2178060546032865,0.19742345848574208
0.7383966244742624,0.7646571940957756,0.7642573478318937,0.7642184488043711,0.7637649930222121,0.7639991477452686,0.7648667458328644,0.7657236475737772,0.7637366617624903,0.766019303799566,0.7801198412136965,0.7928892695502724,0.7537941100510636
