"6,0","6,0.01","6,0.1","6,0.2","6,0.3","6,0.4","6,0.5","6,0.6","6,0.7","6,0.8","6,0.9","6,0.99","6,1.0"
0.07133020632589404,0.08278670441751192,0.2679721546499407,0.38731259809421986,0.4206936451892773,0.43867895036509086,0.4394852168231775,0.44002083509221096,0.4404023767253652,0.44068812474694347,0.4409100140407579,0.44107124457540475,0.44108733163778513
0.2402090287576568,0.2565797003924724,0.4545817972027199,0.5579967173391136,0.572177497854871,0.5793157989124204,0.5700793021548056,0.5639442419569902,0.5595729135589864,0.5563005205488825,0.5537586769162188,0.5519121426881981,0.551727526359726
0.07540883485068547,0.07655792054565828,0.19278044809839845,0.2809928871756047,0.3060182259158989,0.3195134866215028,0.3203460668164057,0.3208991506158844,0.32129314971252565,0.32158820639752955,0.32181728174840873,0.3219837580055223,0.3220003938365744
0.146285936804096,0.16072733873186096,0.3569418800964204,0.4715840251686367,0.4970516344180168,0.5105484512589942,0.506876585679344,0.5044377743971165,0.5026999172986254,0.5013990861878741,0.5003885588039818,0.49965455203128256,0.4995811235194296
0.0895977785717437,0.11193845888618335,0.36729467113139364,0.5154392207330412,0.5545798820056628,0.5755899876294103,0.5750430205441515,0.574679790969503,0.5744209631133737,0.5742271986279401,0.5740766356807603,0.5739673662666602,0.5739563687748607
0.07774254944245898,0.10069641711821821,0.3615190041200446,0.5136067942131917,0.5548205880818659,0.5769807071717735,0.5771140353022697,0.5772027239674231,0.5772657387976461,0.5773130469436778,0.5773496667617994,0.5773763981398443,0.5773790344721234
0.030844379056391674,0.03909357178289101,0.2077240003432662,0.3248987708860476,0.361346729470319,0.38110942010451143,0.3843756350996324,0.38654522670281005,0.3880909797610337,0.38924822301223644,0.39014700760947263,0.3908000879164753,0.3908653020501959
0.15428853648977045,0.139236350408163,0.13855126350017716,0.1647844546932749,0.1668407867867503,0.16776881533391286,0.1643875786884696,0.1621416671272024,0.16054147496045612,0.15934349199216413,0.15841300157267685,0.15773703664045774,0.1576694480563438
0.1323582071087798,0.1635034369436365,0.4723362241902442,0.638741285583255,0.6787430903973056,0.7000726817067168,0.6967879401773369,0.6946062033262765,0.69305152763451,0.691887860117566,0.6909838455526446,0.6903272496989181,0.6902615793988943
0.06413049606671087,0.06800267956195437,0.2036424457210248,0.30191578820950155,0.3305329875503361,0.3459900767420825,0.3474146031051349,0.348360923492072,0.3490351376243842,0.3495399117960552,0.34993187125631375,0.3502167897442248,0.3502452002627827
0.09787025111637718,0.08619428980534606,0.11456727636076602,0.16091711399004605,0.17318606640666012,0.17977273001963545,0.17961714075531438,0.1795137910001836,0.17944017148022456,0.17938506741931742,0.17934224744882654,0.17931113754409822,0.1793080288790988
0.09382275904899054,0.08984270175473406,0.1698237531745755,0.239595448545939,0.25823912109145153,0.26825436180071627,0.2681380022186017,0.2680607197215548,0.26800566324388186,0.2679645015362155,0.26793241376965704,0.2679091464368167,0.2679068235107195
