"6,0","6,0.01","6,0.1","6,0.2","6,0.3","6,0.4","6,0.5","6,0.6","6,0.7","6,0.8","6,0.9","6,0.99","6,1.0"
0.1237791826254277,0.17831707316493234,0.5981499557454055,0.602387326430312,0.6038831471440153,0.604647672136154,0.6051118774440494,0.6054237083784341,0.6056475568484446,0.6058160485654975,0.6059474585672298,0.6060432044284296,0.6060528843431624
0.22225424499365265,0.21861620831593487,0.26518722459764427,0.21898121530701808,0.20267059238353496,0.19433350009530143,0.18927154657595563,0.18587165833505118,0.1834306577645982,0.18159302288404452,0.18015966246513943,0.1791149815671266,0.17901040360399542
0.05070183652896334,0.08700079079652921,0.4083738515562528,0.4309966347261569,0.4389825126214756,0.44306435819926276,0.44554277838652084,0.44720735440210735,0.44840251988042257,0.44930220060090575,0.4500039740949152,0.4505153962189504,0.4505666853300344
0.1515195330762651,0.19395887294188163,0.534869809760337,0.5262278343227268,0.5231772714575458,0.5216179482899308,0.5206712263813471,0.520035341271914,0.5195787710597455,0.519235077187556,0.5189670130075226,0.5187716155909519,0.5187520691940151
0.09848335367352848,0.10232117684219229,0.21670048120033197,0.21353433480892858,0.21241675552646244,0.2118454453544789,0.21149862681050385,0.21126563436693788,0.21109835958760068,0.21097242345027103,0.21087423739977107,0.21080264745893343,0.21079549792880767
0.06046875915825909,0.061891891956154646,0.16829655206196487,0.17688834998492908,0.17992128367753502,0.18147150381141636,0.18241276679010182,0.183044977148602,0.18349886014452335,0.1838405434192816,0.18410706542102706,0.1843013046507266,0.1843207844621159
0.14797352255462976,0.16911004259282209,0.3804125565129027,0.36632962551960224,0.3613584382250139,0.35881739160276155,0.3572745616150725,0.35623837528331703,0.3554943632612959,0.35493424338129664,0.3544973594079003,0.3541789737151172,0.3541471188207248
0.09387313908193226,0.13303550887354137,0.4642057403117273,0.47351327362912443,0.47679887246458885,0.4784781161729948,0.47949779863927816,0.48018271588288586,0.4806743820866758,0.48104449681466044,0.481333280815635,0.4815436159995503,0.48156475432197543
0.0469175658968597,0.12501929606710777,0.7026426834201485,0.7394767685390299,0.7524790531899369,0.7591251031125588,0.7631603976514554,0.7658707224983482,0.7678165391199664,0.7692814764610683,0.7704239800562432,0.771256851186368,0.7713402444092924
0.16208234497938462,0.18254740830457616,0.38722544047848856,0.36829234720310544,0.3616090635190182,0.35819291072311626,0.3561187148616182,0.3547256332072539,0.35372538485441685,0.35297244935336025,0.3523850936210263,0.3519570166255276,0.35191420367012927
0.21943344546595084,0.23729695481345625,0.41582814007641417,0.3772193920775725,0.36359070110829217,0.3566243665427233,0.3523946954151396,0.34955387489724976,0.3475142088688128,0.34597869869261766,0.34478100361098774,0.34390807182037664,0.34382073909411215
0.19416359294200544,0.2144659005214583,0.41241984231190815,0.3828814073688872,0.3724545169136043,0.3671247609267346,0.363888794562575,0.3617153194168856,0.3601548274934311,0.3589800890127751,0.3580637244356275,0.3573958762897742,0.35732906638869044
0.05277189102205538,0.05104726277097672,0.13958157767039936,0.14972935764612033,0.15331154842158745,0.15514249898851834,0.1562542431304355,0.15700092982496336,0.15753702691976015,0.1579405826096962,0.15825536453624617,0.1584847764625638,0.15850777829658244
0.07052586019242471,0.10114025040203041,0.3842189194548595,0.3985563091616898,0.4036174876078048,0.40620435365465885,0.40777504156890226,0.40883007086566636,0.40958746507840627,0.410157627388817,0.41060241005004616,0.41092653766267606,0.41095903010064194
0.11731392758223258,0.16590968248335586,0.5505680992438038,0.5550894660349994,0.5566855620996908,0.5575012630888863,0.5579966708418282,0.5583294023851535,0.5585682107326938,0.5587480081786189,0.558888234975072,0.5589904644132855,0.5590007293328842
0.07455810963050041,0.13135861669812676,0.5738143942239413,0.5949475037010589,0.6024074549315289,0.6062205885076462,0.6085357320534299,0.6100907575985964,0.6112071216801372,0.6120476394099778,0.612703085809526,0.6131809096937836,0.6132288215954507
0.1401314338822681,0.14723507730332436,0.2741436137660496,0.2582881011959852,0.2526911648387834,0.24983029917707528,0.24809331440664106,0.24692660893198784,0.24608903613664787,0.24545840323639287,0.24496658883182437,0.24460806025422824,0.24457220246725017
